Seed,Algorithm,Preprocessing Pipeline,Scaling,Sampling,time,precision,recall,result_profit
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,RandomOverSampler_0.2,0:01:24.263231,0.578313253012048,0.780487804878049,0.567
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,Normalizer,TomekLinks,0:01:24.394353,0.563253012048193,0.273792093704246,0.194
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,SMOTETomek,0:02:07.737026,0.762048192771084,0.608173076923077,0.537
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,Normalizer,EditedNN,0:01:08.886222,0.620481927710843,0.289732770745429,0.223
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:41.676216,0.689759036144578,0.687687687687688,0.572
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,None,0:01:43.715566,0.683734939759036,0.677611940298507,0.56
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,Normalizer,SMOTE,0:02:09.682695,0.731927710843373,0.25796178343949,0.223
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:48.404667,0.674698795180723,0.711111111111111,0.583
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.2,0:01:38.231959,0.620481927710843,0.746376811594203,0.575
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,TomekLinks,0:01:21.894953,0.575301204819277,0.802521008403361,0.58
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,Normalizer,SMOTETomek,0:02:00.078785,0.774096385542169,0.262512768130746,0.234
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:42.020124,0.680722891566265,0.640226628895184,0.528
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,EditedNN,0:01:08.550222,0.686746987951807,0.664723032069971,0.551
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,Normalizer,None,0:01:29.244618,0.457831325301205,0.316008316008316,0.176
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:52.843467,0.674698795180723,0.645533141210375,0.529
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,SMOTE,0:01:55.591655,0.689759036144578,0.702453987730061,0.584
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.2,0:01:44.532065,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,TomekLinks,0:01:35.006965,0.680722891566265,0.680722891566265,0.561
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,SMOTETomek,0:02:03.285694,0.716867469879518,0.636363636363636,0.542
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.5,0:01:50.044384,0.831325301204819,0.171855541718555,0.159
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,EditedNN,0:01:15.133271,0.753012048192771,0.578703703703704,0.508
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,StandardScaler,None,0:01:19.091750,0.626506024096386,0.815686274509804,0.633
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.5,0:01:38.138480,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTE,0:01:45.350426,0.725903614457831,0.599502487562189,0.515
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,RandomOverSampler_0.2,0:01:21.148017,0.608433734939759,0.759398496240602,0.576
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,TomekLinks,0:01:19.931204,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:34.971659,0.626506024096386,0.695652173913043,0.54
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTETomek,0:02:00.751784,0.743975903614458,0.532327586206897,0.464
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,EditedNN,0:01:05.625477,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,None,0:01:23.675107,0.671686746987952,0.690402476780186,0.564
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:26.363204,0.659638554216867,0.737373737373737,0.595
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,SMOTE,0:01:41.226449,0.828313253012048,0.151265126512651,0.14
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,TomekLinks,0:01:17.375238,0.590361445783132,0.739622641509434,0.547
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.2,0:01:23.753609,0.668674698795181,0.289439374185137,0.236
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,SMOTETomek,0:01:51.001610,0.795180722891566,0.1768251841929,0.16
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,EditedNN,0:01:07.827225,0.66566265060241,0.688473520249221,0.559
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:40.588816,0.608433734939759,0.337228714524207,0.256
1,KerasNN_6l_6n_oa_ih_lm_d4,Joris_Pipeline,None,None,0:01:28.677514,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,SMOTE,0:01:38.649918,0.69578313253012,0.66,0.552
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:36.230754,0.72289156626506,0.290556900726392,0.249
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.2,0:01:22.909525,0.692771084337349,0.610079575596817,0.509
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,SMOTETomek,0:01:53.421380,0.831325301204819,0.536964980544747,0.496
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,TomekLinks,0:01:19.371098,0.63855421686747,0.30416068866571,0.24
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:39.958753,0.786144578313253,0.526209677419355,0.473
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,EditedNN,0:01:06.440829,0.647590361445783,0.296143250688705,0.236
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,RobustScaler,None,0:01:19.503290,0.581325301204819,0.75390625,0.55
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:35.296160,0.686746987951807,0.580152671755725,0.481
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,RandomOverSampler_0.2,0:01:21.244325,0.587349397590361,0.76171875,0.561
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,SMOTE,0:01:46.051069,0.765060240963855,0.284434490481523,0.252
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,TomekLinks,0:01:22.955771,0.713855421686747,0.541095890410959,0.46
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:37.997133,0.689759036144578,0.667638483965015,0.555
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,SMOTETomek,0:01:56.718602,0.728915662650602,0.295843520782396,0.255
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,EditedNN,0:01:13.504739,0.771084337349398,0.500978473581213,0.445
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:27.830063,0.677710843373494,0.700934579439252,0.576
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,None,0:01:27.405341,0.481927710843373,0.341151385927505,0.204
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,SMOTE,0:01:43.051817,0.75,0.533190578158458,0.467
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,TomekLinks,0:01:18.819787,0.587349397590361,0.724907063197026,0.534
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.2,0:01:26.320383,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,EditedNN,0:01:09.954256,0.66566265060241,0.640579710144928,0.52
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,SMOTETomek,0:02:04.638330,0.798192771084337,0.505725190839695,0.458
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.5,0:01:45.663953,0.819277108433735,0.153066966797974,0.14
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,SMOTE,0:01:37.596620,0.740963855421687,0.635658914728682,0.552
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,StandardScaler,None,0:01:25.521913,0.698795180722892,0.587341772151899,0.492
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.5,0:01:33.712378,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.2,0:01:26.887203,0.731927710843373,0.553530751708428,0.478
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,SMOTETomek,0:01:55.390369,0.783132530120482,0.549682875264271,0.493
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,TomekLinks,0:01:18.958946,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,MinMaxScaler,None,0:01:17.864445,0.572289156626506,0.745098039215686,0.536
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:40.606543,0.623493975903614,0.593123209169054,0.459
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,EditedNN,0:01:07.560359,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,RandomOverSampler_0.2,0:01:21.633889,0.596385542168675,0.358047016274864,0.267
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:34.800142,0.743975903614458,0.51890756302521,0.452
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,SMOTE,0:01:44.628896,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:36.780961,0.647590361445783,0.331278890600924,0.264
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,TomekLinks,0:01:24.298860,0.734939759036145,0.547085201793722,0.473
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,SMOTETomek,0:01:57.249142,0.599397590361446,0.149736644093303,0.112
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:28.887633,0.641566265060241,0.326186830015314,0.258
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,EditedNN,0:01:15.473229,0.774096385542169,0.509920634920635,0.454
1,KerasNN_6l_12n_oa_ih_lm_d4,Morten_Pipeline,None,None,0:01:24.631295,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,TomekLinks,0:01:17.427933,0.515060240963855,0.38,0.246
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,SMOTE,0:01:45.792682,0.765060240963855,0.517311608961303,0.458
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,EditedNN,0:01:03.329708,0.58433734939759,0.321192052980132,0.236
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.2,0:01:27.850300,0.629518072289157,0.762773722627737,0.594
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,SMOTETomek,0:02:03.741985,0.762048192771084,0.497053045186641,0.439
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,SMOTE,0:01:39.338275,0.668674698795181,0.315340909090909,0.257
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.5,0:01:42.468775,0.704819277108434,0.686217008797654,0.578
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,RobustScaler,None,0:01:28.338272,0.677710843373494,0.626740947075209,0.515
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,SMOTETomek,0:01:49.967437,0.698795180722892,0.318244170096022,0.267
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.5,0:01:36.957966,0.689759036144578,0.698170731707317,0.58
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.2,0:01:26.619833,0.680722891566265,0.588541666666667,0.485
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,Normalizer,None,0:01:20.338981,0.484939759036145,0.377049180327869,0.227
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,TomekLinks,0:01:23.521334,0.635542168674699,0.687296416938111,0.539
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:37.963008,0.80421686746988,0.492619926199262,0.448
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,EditedNN,0:01:17.689818,0.759036144578313,0.636363636363636,0.561
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.2,0:01:22.512572,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:30.803467,0.587349397590361,0.677083333333333,0.499
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.5,0:01:37.068077,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,SMOTE,0:01:42.992258,0.668674698795181,0.69375,0.565
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,TomekLinks,0:01:23.480719,0.608433734939759,0.623456790123457,0.473
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,RandomOverSampler_0.5,0:01:29.062571,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,SMOTETomek,0:02:06.613530,0.72289156626506,0.662983425414365,0.568
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,EditedNN,0:01:15.929544,0.698795180722892,0.564476885644769,0.473
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,TomekLinks,0:01:16.944685,0,0,0
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,StandardScaler,None,0:01:25.628250,0.599397590361446,0.74812030075188,0.561
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,EditedNN,0:01:02.928234,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTE,0:01:41.993707,0.774096385542169,0.509920634920635,0.454
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,RandomOverSampler_0.2,0:01:26.516853,0.58433734939759,0.766798418972332,0.562
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,SMOTE,0:01:35.859104,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTETomek,0:02:02.681510,0.795180722891566,0.478260869565217,0.432
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,RandomOverSampler_0.5,0:01:45.476083,0.668674698795181,0.757679180887372,0.617
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,SMOTETomek,0:01:47.166698,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,MinMaxScaler,None,0:01:25.669383,0.61144578313253,0.661237785016287,0.504
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,RandomOverSampler_0.5,0:01:34.984518,0.632530120481928,0.774907749077491,0.606
1,KerasNN_6l_12n_or_iu_lm_d4,Joris_Pipeline,None,None,0:01:18.707231,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.2,0:01:22.882818,0.542168674698795,0.289855072463768,0.198
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.2,0:01:21.950024,0.599397590361446,0.808943089430894,0.606
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,TomekLinks,0:01:28.455253,0.656626506024096,0.698717948717949,0.562
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:40.499956,0.701807228915663,0.296815286624204,0.25
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,EditedNN,0:01:16.534972,0.72289156626506,0.646900269541779,0.554
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:37.681905,0.683734939759036,0.643059490084986,0.532
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,RandomOverSampler_0.5,0:01:35.768073,0.786144578313253,0.235559566787004,0.212
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,SMOTE,0:01:43.380902,0.680722891566265,0.689024390243902,0.568
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,RandomOverSampler_0.5,0:01:28.029292,0.686746987951807,0.686746987951807,0.569
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,TomekLinks,0:01:19.198130,0.487951807228916,0.306818181818182,0.186
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,TomekLinks,0:01:19.806142,0.644578313253012,0.740484429065744,0.587
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,EditedNN,0:01:08.743476,0.656626506024096,0.283116883116883,0.228
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,SMOTETomek,0:02:07.119600,0.701807228915663,0.65266106442577,0.549
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,EditedNN,0:01:08.419525,0.713855421686747,0.63031914893617,0.536
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,RobustScaler,None,0:01:26.375021,0.620481927710843,0.733096085409253,0.565
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,SMOTE,0:01:46.119045,0.77710843373494,0.254187192118227,0.227
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,SMOTE,0:01:36.176301,0.713855421686747,0.658333333333333,0.559
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,RandomOverSampler_0.2,0:01:29.728604,0.704819277108434,0.698507462686567,0.589
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,SMOTETomek,0:01:58.917616,0.786144578313253,0.260219341974078,0.234
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,SMOTETomek,0:02:00.279101,0.807228915662651,0.565400843881857,0.515
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,RandomOverSampler_0.5,0:01:46.751826,0.710843373493976,0.666666666666667,0.565
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,Normalizer,None,0:01:27.015498,0.44578313253012,0.284069097888676,0.152
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,StandardScaler,None,0:01:20.016318,0.632530120481928,0.807692307692308,0.632
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,RandomOverSampler_0.5,0:01:33.431724,0.680722891566265,0.670623145400593,0.553
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.2,0:01:27.198167,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.2,0:01:19.851760,0.632530120481928,0.760869565217391,0.595
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,TomekLinks,0:01:24.206955,0.629518072289157,0.754512635379061,0.588
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.5,0:01:43.576571,1,0.14948221521837,0.149
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:34.354752,0.743975903614458,0.634961439588689,0.553
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,EditedNN,0:01:13.136159,0.740963855421687,0.647368421052632,0.562
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,RandomOverSampler_0.5,0:01:36.378834,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,RandomOverSampler_0.5,0:01:30.208938,0.725903614457831,0.662087912087912,0.568
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,SMOTE,0:01:44.147457,0.623493975903614,0.69,0.534
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,TomekLinks,0:01:21.951329,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,TomekLinks,0:01:19.722605,0.617469879518072,0.740072202166065,0.568
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,EditedNN,0:01:09.382949,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,EditedNN,0:01:11.761556,0.698795180722892,0.628726287262873,0.527
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,SMOTETomek,0:02:02.885764,0.719879518072289,0.582926829268293,0.498
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,SMOTE,0:01:37.943052,0.686746987951807,0.647727272727273,0.537
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,SMOTE,0:01:43.671303,0.819277108433735,0.153066966797974,0.14
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,MinMaxScaler,None,0:01:26.896815,0.593373493975904,0.716363636363636,0.532
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,RandomOverSampler_0.2,0:01:28.037712,0.686746987951807,0.296488946684005,0.246
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,SMOTETomek,0:01:52.444599,0.825301204819277,0.576842105263158,0.531
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,SMOTETomek,0:01:54.768512,0.819277108433735,0.153066966797974,0.14
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,RobustScaler,None,0:01:22.564543,0.620481927710843,0.730496453900709,0.563
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,RandomOverSampler_0.5,0:01:42.911713,0.533132530120482,0.356136820925553,0.239
1,KerasNN_6l_6n_oa_ih_lm_d4,Morten_Pipeline,None,None,0:01:27.161931,0,0,0
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.2,0:01:21.067327,0.599397590361446,0.731617647058823,0.548
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.2,0:01:28.849186,0.768072289156626,0.56043956043956,0.497
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,RandomOverSampler_0.5,0:01:37.179246,0.743975903614458,0.283256880733945,0.247
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:36.331478,0.72289156626506,0.659340659340659,0.565
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,TomekLinks,0:01:21.479403,0.623493975903614,0.323943661971831,0.251
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.5,0:01:44.335330,0.756024096385542,0.552863436123348,0.486
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,EditedNN,0:01:08.734529,0.63855421686747,0.308588064046579,0.243
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,RandomOverSampler_0.5,0:01:29.164705,0.69578313253012,0.66189111747851,0.553
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,RandomOverSampler_0.5,0:01:39.184359,0.771084337349398,0.54468085106383,0.484
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,TomekLinks,0:01:20.468532,0.548192771084337,0.748971193415638,0.517
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,SMOTE,0:01:45.830266,0.795180722891566,0.271884654994851,0.246
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,TomekLinks,0:01:25.954579,0.704819277108434,0.576354679802956,0.486
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,EditedNN,0:01:10.427624,0.72289156626506,0.606060606060606,0.519
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,EditedNN,0:01:17.005621,0.780120481927711,0.485928705440901,0.435
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,SMOTETomek,0:01:58.383264,0.704819277108434,0.282950423216445,0.239
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTE,0:01:38.880770,0.701807228915663,0.645429362880886,0.543
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,Normalizer,None,0:01:28.133485,0.623493975903614,0.339344262295082,0.263
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,SMOTE,0:01:46.266606,0.801204819277108,0.51252408477842,0.465
1,KerasNN_6l_12n_or_iu_lm_d4,Morten_Pipeline,MinMaxScaler,SMOTETomek,0:01:57.013382,0.75,0.559550561797753,0.49
1,KerasNN_6l_12n_oa_ih_lm_d4,Bin it!,None,RandomOverSampler_0.2,0:01:28.077308,0,0,0
1,KerasNN_6l_6n_oa_ih_lm_d4,Bin it!,StandardScaler,SMOTETomek,0:02:08.917830,0.786144578313253,0.48876404494382,0.439
