Algorithm,Parameters,Preprocessing Pipeline,Scaling,Sampling,time,precision,recall,result_profit
LinearRegression,chop_off,None,RandomOverSampler,0:00:03.893975,0.5625,0.6,0.425
LinearRegression,chop_off,RobustScaler,RandomOverSampler,0:00:04.473702,0.5625,0.6,0.425
LinearRegression,chop_off,None,TomekLinks,0:00:05.771521,0.59375,0.5158371040723982,0.383
LinearRegression,chop_off,RobustScaler,TomekLinks,0:00:07.798856,0.5885416666666666,0.5305164319248826,0.391
LinearRegression,chop_off,None,EditedNN,0:00:06.707782,0.6041666666666666,0.5,0.377
LinearSVC,chop_off,Normalizer,RandomOverSampler,0:00:17.266488,0.0,0.0,0.0
LogisticRegression,chop_off,Normalizer,RandomOverSampler,0:00:18.178292,0.0,0.0,0.0
LogisticRegression,chop_off,StandardScaler,RandomOverSampler,0:00:18.453029,0.671875,0.4673913043478261,0.382
GaussianNB,chop_off,MinMaxScaler,RandomOverSampler,0:00:19.038643,0.609375,0.2565789473684211,0.195
LinearSVC,chop_off,StandardScaler,RandomOverSampler,0:00:19.439781,0.671875,0.4673913043478261,0.382
LinearRegression,chop_off,RobustScaler,EditedNN,0:00:07.999559,0.5625,0.5482233502538071,0.388
LinearRegression,chop_off,None,SMOTE,0:00:08.159416,0.5364583333333334,0.6204819277108434,0.419
LinearRegression,chop_off,RobustScaler,SMOTE,0:00:08.762352,0.5520833333333334,0.5888888888888889,0.41
LinearRegression,chop_off,None,SMOTETomek,0:00:06.657539,0.6302083333333334,0.4859437751004016,0.379
LinearRegression,chop_off,None,None,0:00:07.298540,0.59375,0.5135135135135135,0.382
LinearRegression,chop_off,RobustScaler,SMOTETomek,0:00:09.713944,0.6458333333333334,0.4901185770750988,0.389
LogisticRegression,chop_off,StandardScaler,TomekLinks,0:00:20.801656,0.4635416666666667,0.6691729323308271,0.379
LinearSVC,chop_off,Normalizer,TomekLinks,0:00:22.167515,0.0,0.0,0.0
LogisticRegression,chop_off,Normalizer,TomekLinks,0:00:21.758669,0.0,0.0,0.0
GaussianNB,chop_off,MinMaxScaler,TomekLinks,0:00:22.338507,0.5885416666666666,0.2912371134020619,0.215
LinearSVC,chop_off,StandardScaler,TomekLinks,0:00:25.463598,0.4375,0.6942148760330579,0.36
LinearRegression,chop_off,RobustScaler,None,0:00:07.148666,0.59375,0.5135135135135135,0.382
LinearRegression,chop_off,MinMaxScaler,RandomOverSampler,0:00:07.502434,0.5729166666666666,0.5978260869565217,0.431
GaussianNB,chop_off,StandardScaler,RandomOverSampler,0:00:20.671827,0.6145833333333334,0.2260536398467433,0.173
LogisticRegression,chop_off,Normalizer,EditedNN,0:00:20.722257,0.0,0.0,0.0
GaussianNB,chop_off,MinMaxScaler,EditedNN,0:00:19.671106,0.5677083333333334,0.2845953002610966,0.203
LinearRegression,chop_off,MinMaxScaler,TomekLinks,0:00:07.745552,0.5833333333333334,0.46473029045643155,0.34
LinearSVC,chop_off,Normalizer,EditedNN,0:00:22.226722,0.0,0.0,0.0
