Colsample,learning_rate,Max_depth,Profit
0.1,0.01,2.0,0.22
0.1,0.01,3.0,0.41
0.1,0.01,4.0,0.39
0.1,0.01,5.0,0.41
0.1,0.01,6.0,0.34
0.1,0.01,7.0,0.27
0.1,0.01,8.0,0.3
0.1,0.01,9.0,0.3
0.1,0.01,10.0,0.3
0.1,0.01,11.0,0.26
0.1,0.01,12.0,0.26
0.1,0.01,13.0,0.26
0.1,0.01,14.0,0.26
0.1,0.01,15.0,0.26
0.1,0.01,16.0,0.26
0.1,0.01,17.0,0.26
0.1,0.01,18.0,0.26
0.1,0.01,19.0,0.26
0.1,0.01,20.0,0.26
0.1,0.01,21.0,0.26
0.1,0.01,22.0,0.26
0.1,0.01,23.0,0.26
0.1,0.01,24.0,0.26
0.1,0.01,25.0,0.26
0.1,0.01,26.0,0.26
0.1,0.01,27.0,0.26
0.1,0.01,28.0,0.26
0.1,0.01,29.0,0.26
0.1,0.02,2.0,0.4
0.1,0.02,3.0,0.4
0.1,0.02,4.0,0.38
0.1,0.02,5.0,0.4
0.1,0.02,6.0,0.39
0.1,0.02,7.0,0.27
0.1,0.02,8.0,0.3
0.1,0.02,9.0,0.3
0.1,0.02,10.0,0.3
0.1,0.02,11.0,0.26
0.1,0.02,12.0,0.26
0.1,0.02,13.0,0.26
0.1,0.02,14.0,0.26
0.1,0.02,15.0,0.26
0.1,0.02,16.0,0.26
0.1,0.02,17.0,0.26
0.1,0.02,18.0,0.26
0.1,0.02,19.0,0.26
0.1,0.02,20.0,0.26
0.1,0.02,21.0,0.26
0.1,0.02,22.0,0.26
0.1,0.02,23.0,0.26
0.1,0.02,24.0,0.26
0.1,0.02,25.0,0.26
0.1,0.02,26.0,0.26
0.1,0.02,27.0,0.26
0.1,0.02,28.0,0.26
0.1,0.02,29.0,0.26
0.1,0.03,2.0,0.4
0.1,0.03,3.0,0.41
0.1,0.03,4.0,0.38
0.1,0.03,5.0,0.43
0.1,0.03,6.0,0.42
0.1,0.03,7.0,0.39
0.1,0.03,8.0,0.38
0.1,0.03,9.0,0.3
0.1,0.03,10.0,0.3
0.1,0.03,11.0,0.26
0.1,0.03,12.0,0.26
0.1,0.03,13.0,0.26
0.1,0.03,14.0,0.26
0.1,0.03,15.0,0.26
0.1,0.03,16.0,0.26
0.1,0.03,17.0,0.26
0.1,0.03,18.0,0.26
0.1,0.03,19.0,0.26
0.1,0.03,20.0,0.26
0.1,0.03,21.0,0.26
0.1,0.03,22.0,0.26
0.1,0.03,23.0,0.26
0.1,0.03,24.0,0.26
0.1,0.03,25.0,0.26
0.1,0.03,26.0,0.26
0.1,0.03,27.0,0.26
0.1,0.03,28.0,0.26
0.1,0.03,29.0,0.26
0.1,0.04,2.0,0.4
0.1,0.04,3.0,0.41
0.1,0.04,4.0,0.4
0.1,0.04,5.0,0.45
0.1,0.04,6.0,0.4
0.1,0.04,7.0,0.43
0.1,0.04,8.0,0.4
0.1,0.04,9.0,0.39
0.1,0.04,10.0,0.3
0.1,0.04,11.0,0.26
0.1,0.04,12.0,0.26
0.1,0.04,13.0,0.26
0.1,0.04,14.0,0.26
0.1,0.04,15.0,0.26
0.1,0.04,16.0,0.26
0.1,0.04,17.0,0.26
0.1,0.04,18.0,0.26
0.1,0.04,19.0,0.26
0.1,0.04,20.0,0.26
0.1,0.04,21.0,0.26
0.1,0.04,22.0,0.26
0.1,0.04,23.0,0.26
0.1,0.04,24.0,0.26
0.1,0.04,25.0,0.26
0.1,0.04,26.0,0.26
0.1,0.04,27.0,0.26
0.1,0.04,28.0,0.26
0.1,0.04,29.0,0.26
0.1,0.05,2.0,0.4
0.1,0.05,3.0,0.42
0.1,0.05,4.0,0.42
0.1,0.05,5.0,0.45
0.1,0.05,6.0,0.44
0.1,0.05,7.0,0.45
0.1,0.05,8.0,0.37
0.1,0.05,9.0,0.37
0.1,0.05,10.0,0.3
0.1,0.05,11.0,0.38
0.1,0.05,12.0,0.26
0.1,0.05,13.0,0.26
0.1,0.05,14.0,0.26
0.1,0.05,15.0,0.26
0.1,0.05,16.0,0.26
0.1,0.05,17.0,0.26
0.1,0.05,18.0,0.26
0.1,0.05,19.0,0.26
0.1,0.05,20.0,0.26
0.1,0.05,21.0,0.26
0.1,0.05,22.0,0.26
0.1,0.05,23.0,0.26
0.1,0.05,24.0,0.26
0.1,0.05,25.0,0.26
0.1,0.05,26.0,0.26
0.1,0.05,27.0,0.26
0.1,0.05,28.0,0.26
0.1,0.05,29.0,0.26
0.1,0.06,2.0,0.4
0.1,0.06,3.0,0.41
0.1,0.06,4.0,0.41
0.1,0.06,5.0,0.41
0.1,0.06,6.0,0.42
0.1,0.06,7.0,0.45
0.1,0.06,8.0,0.39
0.1,0.06,9.0,0.35
0.1,0.06,10.0,0.35
0.1,0.06,11.0,0.37
0.1,0.06,12.0,0.26
0.1,0.06,13.0,0.26
0.1,0.06,14.0,0.26
0.1,0.06,15.0,0.26
0.1,0.06,16.0,0.26
0.1,0.06,17.0,0.26
0.1,0.06,18.0,0.26
0.1,0.06,19.0,0.26
0.1,0.06,20.0,0.26
0.1,0.06,21.0,0.26
0.1,0.06,22.0,0.26
0.1,0.06,23.0,0.26
0.1,0.06,24.0,0.26
0.1,0.06,25.0,0.26
0.1,0.06,26.0,0.26
0.1,0.06,27.0,0.26
0.1,0.06,28.0,0.26
0.1,0.06,29.0,0.26
0.1,0.07,2.0,0.41
0.1,0.07,3.0,0.4
0.1,0.07,4.0,0.4
0.1,0.07,5.0,0.38
0.1,0.07,6.0,0.43
0.1,0.07,7.0,0.44
0.1,0.07,8.0,0.39
0.1,0.07,9.0,0.4
0.1,0.07,10.0,0.37
0.1,0.07,11.0,0.35
0.1,0.07,12.0,0.41
0.1,0.07,13.0,0.4
0.1,0.07,14.0,0.38
0.1,0.07,15.0,0.37
0.1,0.07,16.0,0.38
0.1,0.07,17.0,0.38
0.1,0.07,18.0,0.38
0.1,0.07,19.0,0.38
0.1,0.07,20.0,0.38
0.1,0.07,21.0,0.38
0.1,0.07,22.0,0.38
0.1,0.07,23.0,0.38
0.1,0.07,24.0,0.38
0.1,0.07,25.0,0.38
0.1,0.07,26.0,0.38
0.1,0.07,27.0,0.38
0.1,0.07,28.0,0.38
0.1,0.07,29.0,0.38
0.1,0.08,2.0,0.4
0.1,0.08,3.0,0.4
0.1,0.08,4.0,0.39
0.1,0.08,5.0,0.45
0.1,0.08,6.0,0.44
0.1,0.08,7.0,0.44
0.1,0.08,8.0,0.4
0.1,0.08,9.0,0.42
0.1,0.08,10.0,0.41
0.1,0.08,11.0,0.35
0.1,0.08,12.0,0.37
0.1,0.08,13.0,0.38
0.1,0.08,14.0,0.36
0.1,0.08,15.0,0.38
0.1,0.08,16.0,0.36
0.1,0.08,17.0,0.36
0.1,0.08,18.0,0.36
0.1,0.08,19.0,0.36
0.1,0.08,20.0,0.36
0.1,0.08,21.0,0.36
0.1,0.08,22.0,0.36
0.1,0.08,23.0,0.36
0.1,0.08,24.0,0.36
0.1,0.08,25.0,0.36
0.1,0.08,26.0,0.36
0.1,0.08,27.0,0.36
0.1,0.08,28.0,0.36
0.1,0.08,29.0,0.36
0.1,0.09,2.0,0.4
0.1,0.09,3.0,0.41
0.1,0.09,4.0,0.4
0.1,0.09,5.0,0.42
0.1,0.09,6.0,0.39
0.1,0.09,7.0,0.43
0.1,0.09,8.0,0.42
0.1,0.09,9.0,0.44
0.1,0.09,10.0,0.39
0.1,0.09,11.0,0.38
0.1,0.09,12.0,0.37
0.1,0.09,13.0,0.38
0.1,0.09,14.0,0.36
0.1,0.09,15.0,0.41
0.1,0.09,16.0,0.4
0.1,0.09,17.0,0.36
0.1,0.09,18.0,0.36
0.1,0.09,19.0,0.36
0.1,0.09,20.0,0.36
0.1,0.09,21.0,0.36
0.1,0.09,22.0,0.36
0.1,0.09,23.0,0.36
0.1,0.09,24.0,0.36
0.1,0.09,25.0,0.36
0.1,0.09,26.0,0.36
0.1,0.09,27.0,0.36
0.1,0.09,28.0,0.36
0.1,0.09,29.0,0.36
0.1,0.1,2.0,0.42
0.1,0.1,3.0,0.44
0.1,0.1,4.0,0.4
0.1,0.1,5.0,0.41
0.1,0.1,6.0,0.43
0.1,0.1,7.0,0.41
0.1,0.1,8.0,0.41
0.1,0.1,9.0,0.38
0.1,0.1,10.0,0.4
0.1,0.1,11.0,0.39
0.1,0.1,12.0,0.39
0.1,0.1,13.0,0.38
0.1,0.1,14.0,0.37
0.1,0.1,15.0,0.36
0.1,0.1,16.0,0.38
0.1,0.1,17.0,0.38
0.1,0.1,18.0,0.38
0.1,0.1,19.0,0.38
0.1,0.1,20.0,0.38
0.1,0.1,21.0,0.38
0.1,0.1,22.0,0.38
0.1,0.1,23.0,0.38
0.1,0.1,24.0,0.38
0.1,0.1,25.0,0.38
0.1,0.1,26.0,0.38
0.1,0.1,27.0,0.38
0.1,0.1,28.0,0.38
0.1,0.1,29.0,0.38
0.1,0.11,2.0,0.42
0.1,0.11,3.0,0.43
0.1,0.11,4.0,0.41
0.1,0.11,5.0,0.42
0.1,0.11,6.0,0.37
0.1,0.11,7.0,0.4
0.1,0.11,8.0,0.41
0.1,0.11,9.0,0.42
0.1,0.11,10.0,0.38
0.1,0.11,11.0,0.36
0.1,0.11,12.0,0.43
0.1,0.11,13.0,0.37
0.1,0.11,14.0,0.37
0.1,0.11,15.0,0.37
0.1,0.11,16.0,0.38
0.1,0.11,17.0,0.38
0.1,0.11,18.0,0.38
0.1,0.11,19.0,0.38
0.1,0.11,20.0,0.38
0.1,0.11,21.0,0.38
0.1,0.11,22.0,0.38
0.1,0.11,23.0,0.38
0.1,0.11,24.0,0.38
0.1,0.11,25.0,0.38
0.1,0.11,26.0,0.38
0.1,0.11,27.0,0.38
0.1,0.11,28.0,0.38
0.1,0.11,29.0,0.38
0.1,0.12,2.0,0.42
0.1,0.12,3.0,0.4
0.1,0.12,4.0,0.42
0.1,0.12,5.0,0.42
0.1,0.12,6.0,0.4
0.1,0.12,7.0,0.42
0.1,0.12,8.0,0.44
0.1,0.12,9.0,0.39
0.1,0.12,10.0,0.34
0.1,0.12,11.0,0.39
0.1,0.12,12.0,0.37
0.1,0.12,13.0,0.38
0.1,0.12,14.0,0.42
0.1,0.12,15.0,0.38
0.1,0.12,16.0,0.38
0.1,0.12,17.0,0.41
0.1,0.12,18.0,0.35
0.1,0.12,19.0,0.35
0.1,0.12,20.0,0.35
0.1,0.12,21.0,0.35
0.1,0.12,22.0,0.35
0.1,0.12,23.0,0.35
0.1,0.12,24.0,0.35
0.1,0.12,25.0,0.35
0.1,0.12,26.0,0.35
0.1,0.12,27.0,0.35
0.1,0.12,28.0,0.35
0.1,0.12,29.0,0.35
0.1,0.13,2.0,0.41
0.1,0.13,3.0,0.43
0.1,0.13,4.0,0.39
0.1,0.13,5.0,0.42
0.1,0.13,6.0,0.43
0.1,0.13,7.0,0.43
0.1,0.13,8.0,0.46
0.1,0.13,9.0,0.42
0.1,0.13,10.0,0.42
0.1,0.13,11.0,0.4
0.1,0.13,12.0,0.4
0.1,0.13,13.0,0.38
0.1,0.13,14.0,0.41
0.1,0.13,15.0,0.41
0.1,0.13,16.0,0.39
0.1,0.13,17.0,0.39
0.1,0.13,18.0,0.39
0.1,0.13,19.0,0.39
0.1,0.13,20.0,0.39
0.1,0.13,21.0,0.39
0.1,0.13,22.0,0.39
0.1,0.13,23.0,0.39
0.1,0.13,24.0,0.39
0.1,0.13,25.0,0.39
0.1,0.13,26.0,0.39
0.1,0.13,27.0,0.39
0.1,0.13,28.0,0.39
0.1,0.13,29.0,0.39
0.1,0.14,2.0,0.41
0.1,0.14,3.0,0.43
0.1,0.14,4.0,0.41
0.1,0.14,5.0,0.39
0.1,0.14,6.0,0.39
0.1,0.14,7.0,0.4
0.1,0.14,8.0,0.37
0.1,0.14,9.0,0.4
0.1,0.14,10.0,0.37
0.1,0.14,11.0,0.4
0.1,0.14,12.0,0.37
0.1,0.14,13.0,0.36
0.1,0.14,14.0,0.35
0.1,0.14,15.0,0.31
0.1,0.14,16.0,0.33
0.1,0.14,17.0,0.34
0.1,0.14,18.0,0.34
0.1,0.14,19.0,0.34
0.1,0.14,20.0,0.34
0.1,0.14,21.0,0.34
0.1,0.14,22.0,0.34
0.1,0.14,23.0,0.34
0.1,0.14,24.0,0.34
0.1,0.14,25.0,0.34
0.1,0.14,26.0,0.34
0.1,0.14,27.0,0.34
0.1,0.14,28.0,0.34
0.1,0.14,29.0,0.34
0.1,0.15,2.0,0.42
0.1,0.15,3.0,0.4
0.1,0.15,4.0,0.4
0.1,0.15,5.0,0.44
0.1,0.15,6.0,0.43
0.1,0.15,7.0,0.41
0.1,0.15,8.0,0.43
0.1,0.15,9.0,0.41
0.1,0.15,10.0,0.35
0.1,0.15,11.0,0.38
0.1,0.15,12.0,0.4
0.1,0.15,13.0,0.39
0.1,0.15,14.0,0.42
0.1,0.15,15.0,0.38
0.1,0.15,16.0,0.41
0.1,0.15,17.0,0.43
0.1,0.15,18.0,0.43
0.1,0.15,19.0,0.43
0.1,0.15,20.0,0.43
0.1,0.15,21.0,0.43
0.1,0.15,22.0,0.43
0.1,0.15,23.0,0.43
0.1,0.15,24.0,0.43
0.1,0.15,25.0,0.43
0.1,0.15,26.0,0.43
0.1,0.15,27.0,0.43
0.1,0.15,28.0,0.43
0.1,0.15,29.0,0.43
0.1,0.16,2.0,0.41
0.1,0.16,3.0,0.44
0.1,0.16,4.0,0.4
0.1,0.16,5.0,0.44
0.1,0.16,6.0,0.43
0.1,0.16,7.0,0.42
0.1,0.16,8.0,0.42
0.1,0.16,9.0,0.4
0.1,0.16,10.0,0.33
0.1,0.16,11.0,0.35
0.1,0.16,12.0,0.35
0.1,0.16,13.0,0.36
0.1,0.16,14.0,0.39
0.1,0.16,15.0,0.42
0.1,0.16,16.0,0.39
0.1,0.16,17.0,0.37
0.1,0.16,18.0,0.37
0.1,0.16,19.0,0.37
0.1,0.16,20.0,0.37
0.1,0.16,21.0,0.37
0.1,0.16,22.0,0.37
0.1,0.16,23.0,0.37
0.1,0.16,24.0,0.37
0.1,0.16,25.0,0.37
0.1,0.16,26.0,0.37
0.1,0.16,27.0,0.37
0.1,0.16,28.0,0.37
0.1,0.16,29.0,0.37
0.1,0.17,2.0,0.41
0.1,0.17,3.0,0.4
0.1,0.17,4.0,0.39
0.1,0.17,5.0,0.38
0.1,0.17,6.0,0.44
0.1,0.17,7.0,0.42
0.1,0.17,8.0,0.36
0.1,0.17,9.0,0.42
0.1,0.17,10.0,0.36
0.1,0.17,11.0,0.38
0.1,0.17,12.0,0.35
0.1,0.17,13.0,0.39
0.1,0.17,14.0,0.41
0.1,0.17,15.0,0.39
0.1,0.17,16.0,0.39
0.1,0.17,17.0,0.42
0.1,0.17,18.0,0.42
0.1,0.17,19.0,0.42
0.1,0.17,20.0,0.42
0.1,0.17,21.0,0.42
0.1,0.17,22.0,0.42
0.1,0.17,23.0,0.42
0.1,0.17,24.0,0.42
0.1,0.17,25.0,0.42
0.1,0.17,26.0,0.42
0.1,0.17,27.0,0.42
0.1,0.17,28.0,0.42
0.1,0.17,29.0,0.42
0.1,0.18,2.0,0.42
0.1,0.18,3.0,0.43
0.1,0.18,4.0,0.37
0.1,0.18,5.0,0.42
0.1,0.18,6.0,0.43
0.1,0.18,7.0,0.4
0.1,0.18,8.0,0.38
0.1,0.18,9.0,0.43
0.1,0.18,10.0,0.37
0.1,0.18,11.0,0.41
0.1,0.18,12.0,0.36
0.1,0.18,13.0,0.38
0.1,0.18,14.0,0.41
0.1,0.18,15.0,0.4
0.1,0.18,16.0,0.36
0.1,0.18,17.0,0.42
0.1,0.18,18.0,0.42
0.1,0.18,19.0,0.42
0.1,0.18,20.0,0.42
0.1,0.18,21.0,0.42
0.1,0.18,22.0,0.42
0.1,0.18,23.0,0.42
0.1,0.18,24.0,0.42
0.1,0.18,25.0,0.42
0.1,0.18,26.0,0.42
0.1,0.18,27.0,0.42
0.1,0.18,28.0,0.42
0.1,0.18,29.0,0.42
0.1,0.19,2.0,0.42
0.1,0.19,3.0,0.4
0.1,0.19,4.0,0.4
0.1,0.19,5.0,0.42
0.1,0.19,6.0,0.47
0.1,0.19,7.0,0.44
0.1,0.19,8.0,0.39
0.1,0.19,9.0,0.43
0.1,0.19,10.0,0.42
0.1,0.19,11.0,0.35
0.1,0.19,12.0,0.36
0.1,0.19,13.0,0.37
0.1,0.19,14.0,0.42
0.1,0.19,15.0,0.39
0.1,0.19,16.0,0.37
0.1,0.19,17.0,0.4
0.1,0.19,18.0,0.4
0.1,0.19,19.0,0.4
0.1,0.19,20.0,0.4
0.1,0.19,21.0,0.4
0.1,0.19,22.0,0.4
0.1,0.19,23.0,0.4
0.1,0.19,24.0,0.4
0.1,0.19,25.0,0.4
0.1,0.19,26.0,0.4
0.1,0.19,27.0,0.4
0.1,0.19,28.0,0.4
0.1,0.19,29.0,0.4
0.1,0.2,2.0,0.44
0.1,0.2,3.0,0.41
0.1,0.2,4.0,0.42
0.1,0.2,5.0,0.4
0.1,0.2,6.0,0.38
0.1,0.2,7.0,0.44
0.1,0.2,8.0,0.42
0.1,0.2,9.0,0.4
0.1,0.2,10.0,0.4
0.1,0.2,11.0,0.42
0.1,0.2,12.0,0.42
0.1,0.2,13.0,0.42
0.1,0.2,14.0,0.43
0.1,0.2,15.0,0.39
0.1,0.2,16.0,0.38
0.1,0.2,17.0,0.4
0.1,0.2,18.0,0.4
0.1,0.2,19.0,0.4
0.1,0.2,20.0,0.4
0.1,0.2,21.0,0.4
0.1,0.2,22.0,0.4
0.1,0.2,23.0,0.4
0.1,0.2,24.0,0.4
0.1,0.2,25.0,0.4
0.1,0.2,26.0,0.4
0.1,0.2,27.0,0.4
0.1,0.2,28.0,0.4
0.1,0.2,29.0,0.4
0.1,0.21,2.0,0.42
0.1,0.21,3.0,0.45
0.1,0.21,4.0,0.38
0.1,0.21,5.0,0.43
0.1,0.21,6.0,0.38
0.1,0.21,7.0,0.43
0.1,0.21,8.0,0.39
0.1,0.21,9.0,0.41
0.1,0.21,10.0,0.38
0.1,0.21,11.0,0.44
0.1,0.21,12.0,0.37
0.1,0.21,13.0,0.38
0.1,0.21,14.0,0.38
0.1,0.21,15.0,0.38
0.1,0.21,16.0,0.4
0.1,0.21,17.0,0.4
0.1,0.21,18.0,0.4
0.1,0.21,19.0,0.4
0.1,0.21,20.0,0.4
0.1,0.21,21.0,0.4
0.1,0.21,22.0,0.4
0.1,0.21,23.0,0.4
0.1,0.21,24.0,0.4
0.1,0.21,25.0,0.4
0.1,0.21,26.0,0.4
0.1,0.21,27.0,0.4
0.1,0.21,28.0,0.4
0.1,0.21,29.0,0.4
0.1,0.22,2.0,0.42
0.1,0.22,3.0,0.41
0.1,0.22,4.0,0.42
0.1,0.22,5.0,0.39
0.1,0.22,6.0,0.42
0.1,0.22,7.0,0.42
0.1,0.22,8.0,0.42
0.1,0.22,9.0,0.39
0.1,0.22,10.0,0.37
0.1,0.22,11.0,0.39
0.1,0.22,12.0,0.4
0.1,0.22,13.0,0.4
0.1,0.22,14.0,0.38
0.1,0.22,15.0,0.42
0.1,0.22,16.0,0.44
0.1,0.22,17.0,0.44
0.1,0.22,18.0,0.44
0.1,0.22,19.0,0.44
0.1,0.22,20.0,0.44
0.1,0.22,21.0,0.44
0.1,0.22,22.0,0.44
0.1,0.22,23.0,0.44
0.1,0.22,24.0,0.44
0.1,0.22,25.0,0.44
0.1,0.22,26.0,0.44
0.1,0.22,27.0,0.44
0.1,0.22,28.0,0.44
0.1,0.22,29.0,0.44
0.1,0.23,2.0,0.41
0.1,0.23,3.0,0.43
0.1,0.23,4.0,0.4
0.1,0.23,5.0,0.4
0.1,0.23,6.0,0.43
0.1,0.23,7.0,0.36
0.1,0.23,8.0,0.4
0.1,0.23,9.0,0.39
0.1,0.23,10.0,0.41
0.1,0.23,11.0,0.4
0.1,0.23,12.0,0.39
0.1,0.23,13.0,0.41
0.1,0.23,14.0,0.4
0.1,0.23,15.0,0.42
0.1,0.23,16.0,0.4
0.1,0.23,17.0,0.4
0.1,0.23,18.0,0.4
0.1,0.23,19.0,0.4
0.1,0.23,20.0,0.4
0.1,0.23,21.0,0.4
0.1,0.23,22.0,0.4
0.1,0.23,23.0,0.4
0.1,0.23,24.0,0.4
0.1,0.23,25.0,0.4
0.1,0.23,26.0,0.4
0.1,0.23,27.0,0.4
0.1,0.23,28.0,0.4
0.1,0.23,29.0,0.4
0.1,0.24,2.0,0.41
0.1,0.24,3.0,0.4
0.1,0.24,4.0,0.4
0.1,0.24,5.0,0.43
0.1,0.24,6.0,0.38
0.1,0.24,7.0,0.46
0.1,0.24,8.0,0.41
0.1,0.24,9.0,0.39
0.1,0.24,10.0,0.33
0.1,0.24,11.0,0.41
0.1,0.24,12.0,0.4
0.1,0.24,13.0,0.37
0.1,0.24,14.0,0.4
0.1,0.24,15.0,0.4
0.1,0.24,16.0,0.4
0.1,0.24,17.0,0.4
0.1,0.24,18.0,0.4
0.1,0.24,19.0,0.4
0.1,0.24,20.0,0.4
0.1,0.24,21.0,0.4
0.1,0.24,22.0,0.4
0.1,0.24,23.0,0.4
0.1,0.24,24.0,0.4
0.1,0.24,25.0,0.4
0.1,0.24,26.0,0.4
0.1,0.24,27.0,0.4
0.1,0.24,28.0,0.4
0.1,0.24,29.0,0.4
0.1,0.25,2.0,0.44
0.1,0.25,3.0,0.43
0.1,0.25,4.0,0.42
0.1,0.25,5.0,0.37
0.1,0.25,6.0,0.39
0.1,0.25,7.0,0.43
0.1,0.25,8.0,0.44
0.1,0.25,9.0,0.42
0.1,0.25,10.0,0.39
0.1,0.25,11.0,0.43
0.1,0.25,12.0,0.35
0.1,0.25,13.0,0.39
0.1,0.25,14.0,0.4
0.1,0.25,15.0,0.39
0.1,0.25,16.0,0.42
0.1,0.25,17.0,0.42
0.1,0.25,18.0,0.42
0.1,0.25,19.0,0.42
0.1,0.25,20.0,0.42
0.1,0.25,21.0,0.42
0.1,0.25,22.0,0.42
0.1,0.25,23.0,0.42
0.1,0.25,24.0,0.42
0.1,0.25,25.0,0.42
0.1,0.25,26.0,0.42
0.1,0.25,27.0,0.42
0.1,0.25,28.0,0.42
0.1,0.25,29.0,0.42
0.1,0.26,2.0,0.4
0.1,0.26,3.0,0.42
0.1,0.26,4.0,0.43
0.1,0.26,5.0,0.42
0.1,0.26,6.0,0.4
0.1,0.26,7.0,0.41
0.1,0.26,8.0,0.4
0.1,0.26,9.0,0.41
0.1,0.26,10.0,0.4
0.1,0.26,11.0,0.38
0.1,0.26,12.0,0.38
0.1,0.26,13.0,0.39
0.1,0.26,14.0,0.36
0.1,0.26,15.0,0.42
0.1,0.26,16.0,0.43
0.1,0.26,17.0,0.43
0.1,0.26,18.0,0.43
0.1,0.26,19.0,0.43
0.1,0.26,20.0,0.43
0.1,0.26,21.0,0.43
0.1,0.26,22.0,0.43
0.1,0.26,23.0,0.43
0.1,0.26,24.0,0.43
0.1,0.26,25.0,0.43
0.1,0.26,26.0,0.43
0.1,0.26,27.0,0.43
0.1,0.26,28.0,0.43
0.1,0.26,29.0,0.43
0.1,0.27,2.0,0.44
0.1,0.27,3.0,0.41
0.1,0.27,4.0,0.38
0.1,0.27,5.0,0.43
0.1,0.27,6.0,0.4
0.1,0.27,7.0,0.4
0.1,0.27,8.0,0.41
0.1,0.27,9.0,0.42
0.1,0.27,10.0,0.4
0.1,0.27,11.0,0.39
0.1,0.27,12.0,0.37
0.1,0.27,13.0,0.39
0.1,0.27,14.0,0.39
0.1,0.27,15.0,0.4
0.1,0.27,16.0,0.43
0.1,0.27,17.0,0.43
0.1,0.27,18.0,0.43
0.1,0.27,19.0,0.43
0.1,0.27,20.0,0.43
0.1,0.27,21.0,0.43
0.1,0.27,22.0,0.43
0.1,0.27,23.0,0.43
0.1,0.27,24.0,0.43
0.1,0.27,25.0,0.43
0.1,0.27,26.0,0.43
0.1,0.27,27.0,0.43
0.1,0.27,28.0,0.43
0.1,0.27,29.0,0.43
0.1,0.28,2.0,0.43
0.1,0.28,3.0,0.44
0.1,0.28,4.0,0.38
0.1,0.28,5.0,0.38
0.1,0.28,6.0,0.39
0.1,0.28,7.0,0.4
0.1,0.28,8.0,0.43
0.1,0.28,9.0,0.4
0.1,0.28,10.0,0.4
0.1,0.28,11.0,0.42
0.1,0.28,12.0,0.45
0.1,0.28,13.0,0.41
0.1,0.28,14.0,0.39
0.1,0.28,15.0,0.41
0.1,0.28,16.0,0.36
0.1,0.28,17.0,0.36
0.1,0.28,18.0,0.36
0.1,0.28,19.0,0.36
0.1,0.28,20.0,0.36
0.1,0.28,21.0,0.36
0.1,0.28,22.0,0.36
0.1,0.28,23.0,0.36
0.1,0.28,24.0,0.36
0.1,0.28,25.0,0.36
0.1,0.28,26.0,0.36
0.1,0.28,27.0,0.36
0.1,0.28,28.0,0.36
0.1,0.28,29.0,0.36
0.1,0.29,2.0,0.42
0.1,0.29,3.0,0.41
0.1,0.29,4.0,0.38
0.1,0.29,5.0,0.39
0.1,0.29,6.0,0.42
0.1,0.29,7.0,0.43
0.1,0.29,8.0,0.45
0.1,0.29,9.0,0.41
0.1,0.29,10.0,0.42
0.1,0.29,11.0,0.38
0.1,0.29,12.0,0.41
0.1,0.29,13.0,0.38
0.1,0.29,14.0,0.36
0.1,0.29,15.0,0.4
0.1,0.29,16.0,0.43
0.1,0.29,17.0,0.4
0.1,0.29,18.0,0.4
0.1,0.29,19.0,0.4
0.1,0.29,20.0,0.4
0.1,0.29,21.0,0.4
0.1,0.29,22.0,0.4
0.1,0.29,23.0,0.4
0.1,0.29,24.0,0.4
0.1,0.29,25.0,0.4
0.1,0.29,26.0,0.4
0.1,0.29,27.0,0.4
0.1,0.29,28.0,0.4
0.1,0.29,29.0,0.4
0.1,0.3,2.0,0.42
0.1,0.3,3.0,0.43
0.1,0.3,4.0,0.37
0.1,0.3,5.0,0.38
0.1,0.3,6.0,0.43
0.1,0.3,7.0,0.43
0.1,0.3,8.0,0.43
0.1,0.3,9.0,0.45
0.1,0.3,10.0,0.36
0.1,0.3,11.0,0.43
0.1,0.3,12.0,0.36
0.1,0.3,13.0,0.4
0.1,0.3,14.0,0.41
0.1,0.3,15.0,0.43
0.1,0.3,16.0,0.42
0.1,0.3,17.0,0.38
0.1,0.3,18.0,0.38
0.1,0.3,19.0,0.38
0.1,0.3,20.0,0.38
0.1,0.3,21.0,0.38
0.1,0.3,22.0,0.38
0.1,0.3,23.0,0.38
0.1,0.3,24.0,0.38
0.1,0.3,25.0,0.38
0.1,0.3,26.0,0.38
0.1,0.3,27.0,0.38
0.1,0.3,28.0,0.38
0.1,0.3,29.0,0.38
0.1,0.31,2.0,0.44
0.1,0.31,3.0,0.43
0.1,0.31,4.0,0.39
0.1,0.31,5.0,0.4
0.1,0.31,6.0,0.42
0.1,0.31,7.0,0.45
0.1,0.31,8.0,0.39
0.1,0.31,9.0,0.44
0.1,0.31,10.0,0.41
0.1,0.31,11.0,0.42
0.1,0.31,12.0,0.4
0.1,0.31,13.0,0.4
0.1,0.31,14.0,0.44
0.1,0.31,15.0,0.39
0.1,0.31,16.0,0.4
0.1,0.31,17.0,0.41
0.1,0.31,18.0,0.41
0.1,0.31,19.0,0.41
0.1,0.31,20.0,0.41
0.1,0.31,21.0,0.41
0.1,0.31,22.0,0.41
0.1,0.31,23.0,0.41
0.1,0.31,24.0,0.41
0.1,0.31,25.0,0.41
0.1,0.31,26.0,0.41
0.1,0.31,27.0,0.41
0.1,0.31,28.0,0.41
0.1,0.31,29.0,0.41
0.1,0.32,2.0,0.43
0.1,0.32,3.0,0.41
0.1,0.32,4.0,0.36
0.1,0.32,5.0,0.44
0.1,0.32,6.0,0.42
